SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
1993,02/21/2020,From Diamond Princess,Australia,2020-02-21T23:03:13,4,0,0
1994,02/21/2020,New South Wales,Australia,2020-02-13T17:53:03,4,0,4
1995,02/21/2020,Victoria,Australia,2020-02-13T17:53:03,4,0,4
1996,02/21/2020,,India,2020-02-16T07:43:02,3,0,3
1997,02/21/2020,,Philippines,2020-02-12T07:43:02,3,1,1
1998,02/21/2020,South Australia,Australia,2020-02-17T08:13:09,2,0,2
1999,02/21/2020,"Toronto, ON",Canada,2020-02-21T05:23:04,2,0,2
2000,02/21/2020,,Russia,2020-02-12T14:43:03,2,0,2
2001,02/21/2020,,Spain,2020-02-15T17:23:04,2,0,2
2002,02/21/2020,"Chicago, IL",United States of America,2020-02-09T19:03:03,2,0,2
2003,02/21/2020,"Lackland, TX",United States of America,2020-02-21T23:23:06,2,0,0
2004,02/21/2020,"San Benito, CA",United States of America,2020-02-03T03:53:02,2,0,0
2005,02/21/2020,"San Diego County, CA",United States of America,2020-02-21T05:43:02,2,0,1
2006,02/21/2020,"Santa Clara, CA",United States of America,2020-02-21T05:23:04,2,0,1
2007,02/21/2020,,Belgium,2020-02-17T04:23:06,1,0,1
2008,02/21/2020,,Cambodia,2020-02-12T07:43:02,1,0,1
2009,02/21/2020,"London, ON",Canada,2020-02-12T18:53:03,1,0,1
2010,02/21/2020,,Egypt,2020-02-21T18:53:02,1,0,0
2011,02/21/2020,,Finland,2020-02-12T00:03:12,1,0,1
2012,02/21/2020,From Diamond Princess,Israel,2020-02-21T15:33:03,1,0,0
2013,02/21/2020,None,Lebanon,2020-02-21T15:33:03,1,0,0
2014,02/21/2020,Tibet,Mainland China,2020-02-12T06:43:02,1,0,1
2015,02/21/2020,,Nepal,2020-02-12T14:43:03,1,0,1
2016,02/21/2020,,Sri Lanka,2020-02-08T03:43:03,1,0,1
2017,02/21/2020,,Sweden,2020-02-01T02:13:26,1,0,0
2018,02/21/2020,"Boston, MA",United States of America,2020-02-01T19:43:03,1,0,0
2019,02/21/2020,"Humboldt County, CA",United States of America,2020-02-21T05:13:09,1,0,0
2020,02/21/2020,"Los Angeles, CA",United States of America,2020-02-01T19:53:03,1,0,0
2021,02/21/2020,"Madison, WI",United States of America,2020-02-05T21:53:02,1,0,0
2022,02/21/2020,"Orange, CA",United States of America,2020-02-01T19:53:03,1,0,0
2023,02/21/2020,"Sacramento County, CA",United States of America,2020-02-21T23:13:16,1,0,0
2024,02/21/2020,"San Antonio, TX",United States of America,2020-02-13T18:53:02,1,0,0
2025,02/21/2020,"Seattle, WA",United States of America,2020-02-09T07:03:04,1,0,1
2026,02/21/2020,"Tempe, AZ",United States of America,2020-02-01T19:43:03,1,0,0
2027,02/22/2020,Hubei,Mainland China,2020-02-22T23:33:06,64084,2346,15299
2028,02/22/2020,Guangdong,Mainland China,2020-02-22T10:03:04,1339,5,728
2029,02/22/2020,Henan,Mainland China,2020-02-22T14:13:38,1270,19,830
2030,02/22/2020,Zhejiang,Mainland China,2020-02-22T11:13:13,1205,1,719
2031,02/22/2020,Hunan,Mainland China,2020-02-22T10:03:04,1013,4,692
2032,02/22/2020,Anhui,Mainland China,2020-02-22T07:43:03,989,6,597
2033,02/22/2020,Jiangxi,Mainland China,2020-02-22T06:13:05,934,1,555
2034,02/22/2020,Shandong,Mainland China,2020-02-22T09:43:02,750,4,302
2035,02/22/2020,Diamond Princess cruise ship,Others,2020-02-20T15:53:03,634,2,1
2036,02/22/2020,Jiangsu,Mainland China,2020-02-22T07:43:03,631,0,401
2037,02/22/2020,Chongqing,Mainland China,2020-02-22T23:23:05,573,6,328
2038,02/22/2020,Sichuan,Mainland China,2020-02-22T13:03:03,526,3,250
2039,02/22/2020,Heilongjiang,Mainland China,2020-02-22T11:13:13,479,12,204
2040,02/22/2020,,South Korea,2020-02-22T08:33:02,433,2,16
2041,02/22/2020,Beijing,Mainland China,2020-02-22T02:23:05,399,4,178
2042,02/22/2020,Shanghai,Mainland China,2020-02-22T06:33:17,335,3,227
2043,02/22/2020,Hebei,Mainland China,2020-02-22T12:33:04,309,6,203
2044,02/22/2020,Fujian,Mainland China,2020-02-22T14:03:04,293,1,162
2045,02/22/2020,Guangxi,Mainland China,2020-02-22T05:53:02,249,2,104
2046,02/22/2020,Shaanxi,Mainland China,2020-02-22T09:53:02,245,1,149
2047,02/22/2020,Yunnan,Mainland China,2020-02-22T04:43:02,174,2,107
2048,02/22/2020,Hainan,Mainland China,2020-02-22T09:53:02,168,4,104
2049,02/22/2020,Guizhou,Mainland China,2020-02-22T01:03:10,146,2,90
2050,02/22/2020,Tianjin,Mainland China,2020-02-22T12:33:04,135,3,65
2051,02/22/2020,Shanxi,Mainland China,2020-02-22T23:23:05,132,0,81
2052,02/22/2020,,Japan,2020-02-22T14:53:02,122,1,22
2053,02/22/2020,Liaoning,Mainland China,2020-02-22T02:23:05,121,1,66
2054,02/22/2020,Gansu,Mainland China,2020-02-21T15:13:07,91,2,76
2055,02/22/2020,Jilin,Mainland China,2020-02-22T12:33:04,91,1,52
2056,02/22/2020,,Singapore,2020-02-21T03:43:02,85,0,37
2057,02/22/2020,Xinjiang,Mainland China,2020-02-22T11:13:14,76,2,25
2058,02/22/2020,Inner Mongolia,Mainland China,2020-02-22T23:53:01,75,0,26
2059,02/22/2020,Ningxia,Mainland China,2020-02-21T06:23:04,71,0,48
2060,02/22/2020,Hong Kong,Hong Kong,2020-02-22T13:23:05,69,2,6
2061,02/22/2020,,Italy,2020-02-22T23:43:02,62,2,1
2062,02/22/2020,,Thailand,2020-02-21T18:53:02,35,0,17
2063,02/22/2020,,Iran,2020-02-22T10:03:05,28,5,0
2064,02/22/2020,Taiwan,Taiwan,2020-02-21T06:53:03,26,1,2
2065,02/22/2020,,Malaysia,2020-02-19T09:33:03,22,0,15
2066,02/22/2020,Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18
2067,02/22/2020,,Germany,2020-02-21T23:03:13,16,0,14
2068,02/22/2020,,Vietnam,2020-02-21T06:03:04,16,0,14
2069,02/22/2020,,United Arab Emirates,2020-02-22T14:53:02,13,0,4
2070,02/22/2020,,France,2020-02-15T20:53:02,12,1,4
2071,02/22/2020,"Omaha, NE (From Diamond Princess)",United States of America,2020-02-22T23:03:09,11,0,0
2072,02/22/2020,Macau,Macau,2020-02-20T02:13:19,10,0,6
2073,02/22/2020,,UK,2020-02-16T16:23:06,9,0,8
2074,02/22/2020,From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0
2075,02/22/2020,British Columbia,Canada,2020-02-21T05:23:04,6,0,0
2076,02/22/2020,Queensland,Australia,2020-02-21T05:43:02,5,0,1
2077,02/22/2020,"Travis, CA (From Diamond Princess)",United States of America,2020-02-22T17:13:24,5,0,0
2078,02/22/2020,New South Wales,Australia,2020-02-13T17:53:03,4,0,4
2079,02/22/2020,Victoria,Australia,2020-02-13T17:53:03,4,0,4
2080,02/22/2020,,India,2020-02-16T07:43:02,3,0,3
2081,02/22/2020,,Philippines,2020-02-12T07:43:02,3,1,1
2082,02/22/2020,South Australia,Australia,2020-02-17T08:13:09,2,0,2
2083,02/22/2020,"Toronto, ON",Canada,2020-02-21T05:23:04,2,0,2
2084,02/22/2020,,Russia,2020-02-12T14:43:03,2,0,2
2085,02/22/2020,,Spain,2020-02-15T17:23:04,2,0,2
2086,02/22/2020,"Chicago, IL",United States of America,2020-02-09T19:03:03,2,0,2
2087,02/22/2020,"Lackland, TX (From Diamond Princess)",United States of America,2020-02-22T17:13:24,2,0,0
2088,02/22/2020,"San Benito, CA",United States of America,2020-02-03T03:53:02,2,0,0
2089,02/22/2020,"San Diego County, CA",United States of America,2020-02-21T05:43:02,2,0,1
2090,02/22/2020,"Santa Clara, CA",United States of America,2020-02-21T05:23:04,2,0,1
2091,02/22/2020,,Belgium,2020-02-17T04:23:06,1,0,1
2092,02/22/2020,,Cambodia,2020-02-12T07:43:02,1,0,1
2093,02/22/2020,"London, ON",Canada,2020-02-12T18:53:03,1,0,1
2094,02/22/2020,,Egypt,2020-02-21T18:53:02,1,0,0
2095,02/22/2020,,Finland,2020-02-12T00:03:12,1,0,1
2096,02/22/2020,From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,0
2097,02/22/2020,,Lebanon,2020-02-22T20:53:02,1,0,0
2098,02/22/2020,Tibet,Mainland China,2020-02-12T06:43:02,1,0,1
2099,02/22/2020,,Nepal,2020-02-12T14:43:03,1,0,1
2100,02/22/2020,,Sri Lanka,2020-02-08T03:43:03,1,0,1
2101,02/22/2020,,Sweden,2020-02-01T02:13:26,1,0,0
2102,02/22/2020,"Boston, MA",United States of America,2020-02-01T19:43:03,1,0,0
2103,02/22/2020,"Humboldt County, CA",United States of America,2020-02-21T05:13:09,1,0,0
2104,02/22/2020,"Los Angeles, CA",United States of America,2020-02-01T19:53:03,1,0,0
2105,02/22/2020,"Madison, WI",United States of America,2020-02-05T21:53:02,1,0,0
2106,02/22/2020,"Orange, CA",United States of America,2020-02-01T19:53:03,1,0,0
2107,02/22/2020,"Sacramento County, CA",United States of America,2020-02-21T23:13:16,1,0,0
2108,02/22/2020,"San Antonio, TX",United States of America,2020-02-13T18:53:02,1,0,0
2109,02/22/2020,"Seattle, WA",United States of America,2020-02-09T07:03:04,1,0,1
2110,02/22/2020,"Tempe, AZ",United States of America,2020-02-01T19:43:03,1,0,0
2111,02/23/2020,Hubei,Mainland China,2020-02-23T11:33:03,64084,2346,15343
2112,02/23/2020,Guangdong,Mainland China,2020-02-23T08:53:02,1342,6,755
2113,02/23/2020,Henan,Mainland China,2020-02-23T10:23:02,1271,19,868
2114,02/23/2020,Zhejiang,Mainland China,2020-02-23T13:43:02,1205,1,760
2115,02/23/2020,Hunan,Mainland China,2020-02-23T10:33:03,1016,4,714
2116,02/23/2020,Anhui,Mainland China,2020-02-23T10:53:02,989,6,637
2117,02/23/2020,Jiangxi,Mainland China,2020-02-23T09:23:02,934,1,613
2118,02/23/2020,Shandong,Mainland China,2020-02-23T11:33:03,754,4,321
2119,02/23/2020,Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691,3,0
2120,02/23/2020,Jiangsu,Mainland China,2020-02-23T08:53:02,631,0,418
2121,02/23/2020,,South Korea,2020-02-23T23:33:07,602,6,18
2122,02/23/2020,Chongqing,Mainland China,2020-02-23T23:13:05,575,6,335
2123,02/23/2020,Sichuan,Mainland China,2020-02-23T08:53:02,526,3,261
2124,02/23/2020,Heilongjiang,Mainland China,2020-02-23T13:43:02,480,12,222
2125,02/23/2020,Beijing,Mainland China,2020-02-23T01:13:13,399,4,189
2126,02/23/2020,Shanghai,Mainland China,2020-02-23T03:13:07,335,3,249
2127,02/23/2020,Hebei,Mainland China,2020-02-23T11:33:03,311,6,219
2128,02/23/2020,Fujian,Mainland China,2020-02-23T10:33:03,293,1,170
2129,02/23/2020,Guangxi,Mainland China,2020-02-23T10:33:03,249,2,106
2130,02/23/2020,Shaanxi,Mainland China,2020-02-23T12:13:14,245,1,163
2131,02/23/2020,Yunnan,Mainland China,2020-02-23T05:33:03,174,2,115
2132,02/23/2020,Hainan,Mainland China,2020-02-23T23:23:03,168,5,106
2133,02/23/2020,,Italy,2020-02-23T23:43:02,155,3,2
2134,02/23/2020,,Japan,2020-02-23T23:33:07,147,1,22
2135,02/23/2020,Guizhou,Mainland China,2020-02-23T12:43:02,146,2,102
2136,02/23/2020,Tianjin,Mainland China,2020-02-23T12:43:02,135,3,81
2137,02/23/2020,Shanxi,Mainland China,2020-02-23T23:03:08,132,0,88
2138,02/23/2020,Liaoning,Mainland China,2020-02-23T13:33:02,121,1,73
2139,02/23/2020,Gansu,Mainland China,2020-02-23T13:23:06,91,2,78
2140,02/23/2020,Jilin,Mainland China,2020-02-23T12:43:02,91,1,54
2141,02/23/2020,,Singapore,2020-02-23T15:13:15,89,0,51
2142,02/23/2020,Xinjiang,Mainland China,2020-02-23T14:43:04,76,2,28
2143,02/23/2020,Inner Mongolia,Mainland China,2020-02-23T09:43:02,75,0,27
2144,02/23/2020,Hong Kong,Hong Kong,2020-02-23T09:53:02,74,2,11
2145,02/23/2020,Ningxia,Mainland China,2020-02-23T05:33:03,71,0,56
2146,02/23/2020,,Iran,2020-02-23T15:13:15,43,8,0
2147,02/23/2020,,Thailand,2020-02-23T15:03:05,35,0,21
2148,02/23/2020,Taiwan,Taiwan,2020-02-23T09:53:02,28,1,2
2149,02/23/2020,,Malaysia,2020-02-19T09:33:03,22,0,15
2150,02/23/2020,Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18
2151,02/23/2020,,Germany,2020-02-21T23:03:13,16,0,14
2152,02/23/2020,,Vietnam,2020-02-21T06:03:04,16,0,14
2153,02/23/2020,,United Arab Emirates,2020-02-22T14:53:02,13,0,4
2154,02/23/2020,,France,2020-02-15T20:53:02,12,1,4
2155,02/23/2020,"Omaha, NE (From Diamond Princess)",United States of America,2020-02-22T23:03:09,11,0,0
2156,02/23/2020,Macau,Macau,2020-02-20T02:13:19,10,0,6
2157,02/23/2020,,UK,2020-02-16T16:23:06,9,0,8
2158,02/23/2020,From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0
2159,02/23/2020,British Columbia,Canada,2020-02-21T05:23:04,6,0,0
2160,02/23/2020,Queensland,Australia,2020-02-21T05:43:02,5,0,1
2161,02/23/2020,"Travis, CA (From Diamond Princess)",United States of America,2020-02-22T17:13:24,5,0,0
2162,02/23/2020,New South Wales,Australia,2020-02-13T17:53:03,4,0,4
2163,02/23/2020,Victoria,Australia,2020-02-13T17:53:03,4,0,4
2164,02/23/2020,,India,2020-02-16T07:43:02,3,0,3
2165,02/23/2020,,Philippines,2020-02-12T07:43:02,3,1,1
2166,02/23/2020,South Australia,Australia,2020-02-17T08:13:09,2,0,2
2167,02/23/2020,"Toronto, ON",Canada,2020-02-21T05:23:04,2,0,2
2168,02/23/2020,,Russia,2020-02-12T14:43:03,2,0,2
2169,02/23/2020,,Spain,2020-02-15T17:23:04,2,0,2
2170,02/23/2020,"Chicago, IL",United States of America,2020-02-09T19:03:03,2,0,2
2171,02/23/2020,"Lackland, TX (From Diamond Princess)",United States of America,2020-02-22T17:13:24,2,0,0
2172,02/23/2020,"San Benito, CA",United States of America,2020-02-03T03:53:02,2,0,0
2173,02/23/2020,"San Diego County, CA",United States of America,2020-02-21T05:43:02,2,0,1
2174,02/23/2020,"Santa Clara, CA",United States of America,2020-02-21T05:23:04,2,0,1
2175,02/23/2020,,Belgium,2020-02-17T04:23:06,1,0,1
2176,02/23/2020,,Cambodia,2020-02-12T07:43:02,1,0,1
2177,02/23/2020,"London, ON",Canada,2020-02-12T18:53:03,1,0,1
2178,02/23/2020,,Egypt,2020-02-21T18:53:02,1,0,0
2179,02/23/2020,,Finland,2020-02-12T00:03:12,1,0,1
2180,02/23/2020,From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,0
2181,02/23/2020,,Lebanon,2020-02-22T20:53:02,1,0,0
2182,02/23/2020,Tibet,Mainland China,2020-02-12T06:43:02,1,0,1
2183,02/23/2020,,Nepal,2020-02-12T14:43:03,1,0,1
2184,02/23/2020,,Sri Lanka,2020-02-08T03:43:03,1,0,1
2185,02/23/2020,,Sweden,2020-02-01T02:13:26,1,0,0
2186,02/23/2020,"Boston, MA",United States of America,2020-02-01T19:43:03,1,0,0
2187,02/23/2020,"Humboldt County, CA",United States of America,2020-02-21T05:13:09,1,0,0
2188,02/23/2020,"Los Angeles, CA",United States of America,2020-02-01T19:53:03,1,0,0
2189,02/23/2020,"Madison, WI",United States of America,2020-02-05T21:53:02,1,0,0
2190,02/23/2020,"Orange, CA",United States of America,2020-02-01T19:53:03,1,0,0
2191,02/23/2020,"Sacramento County, CA",United States of America,2020-02-21T23:13:16,1,0,0
2192,02/23/2020,"San Antonio, TX",United States of America,2020-02-13T18:53:02,1,0,0
2193,02/23/2020,"Seattle, WA",United States of America,2020-02-09T07:03:04,1,0,1
2194,02/23/2020,"Tempe, AZ",United States of America,2020-02-01T19:43:03,1,0,0
2195,02/23/2020,None,Iraq,2020-02-23T18:23:06,0,0,0
2196,02/24/2020,Hubei,Mainland China,2020-02-24T11:13:09,64287,2495,16748
2197,02/24/2020,Guangdong,Mainland China,2020-02-24T10:23:02,1345,6,786
2198,02/24/2020,Henan,Mainland China,2020-02-24T13:23:05,1271,19,943
2199,02/24/2020,Zhejiang,Mainland China,2020-02-24T09:43:02,1205,1,782
2200,02/24/2020,Hunan,Mainland China,2020-02-24T14:13:11,1016,4,731
2201,02/24/2020,Anhui,Mainland China,2020-02-24T09:43:02,989,6,663
2202,02/24/2020,Jiangxi,Mainland China,2020-02-24T01:23:09,934,1,645
2203,02/24/2020,,South Korea,2020-02-24T11:13:10,833,8,18
2204,02/24/2020,Shandong,Mainland China,2020-02-24T10:23:02,755,5,343
2205,02/24/2020,Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691,3,0
2206,02/24/2020,Jiangsu,Mainland China,2020-02-24T14:53:02,631,0,452
2207,02/24/2020,Chongqing,Mainland China,2020-02-24T23:23:01,576,6,349
2208,02/24/2020,Sichuan,Mainland China,2020-02-24T14:13:11,527,3,276
2209,02/24/2020,Heilongjiang,Mainland China,2020-02-24T14:53:02,480,12,227
2210,02/24/2020,Beijing,Mainland China,2020-02-24T00:53:02,399,4,198
2211,02/24/2020,Shanghai,Mainland China,2020-02-24T07:03:06,335,3,261
2212,02/24/2020,Hebei,Mainland China,2020-02-24T14:13:11,311,6,234
2213,02/24/2020,Fujian,Mainland China,2020-02-24T10:23:02,293,1,183
2214,02/24/2020,Guangxi,Mainland China,2020-02-24T06:53:02,251,2,112
2215,02/24/2020,Shaanxi,Mainland China,2020-02-24T14:53:02,245,1,173
2216,02/24/2020,,Italy,2020-02-24T23:43:01,229,7,1
2217,02/24/2020,Yunnan,Mainland China,2020-02-24T23:13:02,174,2,124
2218,02/24/2020,Hainan,Mainland China,2020-02-24T14:53:02,168,5,116
2219,02/24/2020,,Japan,2020-02-24T14:23:03,159,1,22
2220,02/24/2020,Guizhou,Mainland China,2020-02-23T12:43:02,146,2,102
2221,02/24/2020,Tianjin,Mainland China,2020-02-24T15:03:05,135,3,87
2222,02/24/2020,Shanxi,Mainland China,2020-02-24T23:13:02,133,0,94
2223,02/24/2020,Liaoning,Mainland China,2020-02-24T06:53:02,121,1,80
2224,02/24/2020,Jilin,Mainland China,2020-02-24T09:43:02,93,1,60
2225,02/24/2020,Gansu,Mainland China,2020-02-24T15:13:07,91,2,80
2226,02/24/2020,,Singapore,2020-02-23T15:13:15,89,0,51
2227,02/24/2020,Hong Kong,Hong Kong,2020-02-24T11:23:06,79,2,19
2228,02/24/2020,Xinjiang,Mainland China,2020-02-24T15:03:05,76,2,30
2229,02/24/2020,Inner Mongolia,Mainland China,2020-02-24T15:03:05,75,0,34
2230,02/24/2020,Ningxia,Mainland China,2020-02-24T06:53:02,71,0,58
2231,02/24/2020,,Iran,2020-02-24T11:13:10,61,12,0
2232,02/24/2020,Unassigned Location (From Diamond Princess),United States of America,2020-02-24T23:33:02,36,0,0
2233,02/24/2020,,Thailand,2020-02-23T15:03:05,35,0,21
2234,02/24/2020,Taiwan,Taiwan,2020-02-24T10:13:28,30,1,5
2235,02/24/2020,,Malaysia,2020-02-24T11:53:02,22,0,18
2236,02/24/2020,Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18
2237,02/24/2020,,Germany,2020-02-21T23:03:13,16,0,14
2238,02/24/2020,,Vietnam,2020-02-21T06:03:04,16,0,14
2239,02/24/2020,,UK,2020-02-24T08:33:02,13,0,8
2240,02/24/2020,,United Arab Emirates,2020-02-22T14:53:02,13,0,4
2241,02/24/2020,,France,2020-02-15T20:53:02,12,1,4
2242,02/24/2020,Macau,Macau,2020-02-20T02:13:19,10,0,6
2243,02/24/2020,From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0
2244,02/24/2020,British Columbia,Canada,2020-02-21T05:23:04,6,0,0
2245,02/24/2020,Queensland,Australia,2020-02-21T05:43:02,5,0,1
2246,02/24/2020,New South Wales,Australia,2020-02-13T17:53:03,4,0,4
2247,02/24/2020,Victoria,Australia,2020-02-13T17:53:03,4,0,4
2248,02/24/2020,"Toronto, ON",Canada,2020-02-24T14:43:03,3,0,2
2249,02/24/2020,,India,2020-02-16T07:43:02,3,0,3
2250,02/24/2020,,Philippines,2020-02-12T07:43:02,3,1,1
2251,02/24/2020,South Australia,Australia,2020-02-17T08:13:09,2,0,2
2252,02/24/2020,,Oman,2020-02-24T23:43:01,2,0,0
2253,02/24/2020,,Russia,2020-02-12T14:43:03,2,0,2
2254,02/24/2020,,Spain,2020-02-15T17:23:04,2,0,2
2255,02/24/2020,"Chicago, IL",United States of America,2020-02-09T19:03:03,2,0,2
2256,02/24/2020,"San Benito, CA",United States of America,2020-02-03T03:53:02,2,0,0
2257,02/24/2020,"San Diego County, CA",United States of America,2020-02-21T05:43:02,2,0,1
2258,02/24/2020,"Santa Clara, CA",United States of America,2020-02-21T05:23:04,2,0,1
2259,02/24/2020,,Afghanistan,2020-02-24T23:33:02,1,0,0
2260,02/24/2020,,Bahrain,2020-02-24T23:33:02,1,0,0
2261,02/24/2020,,Belgium,2020-02-17T04:23:06,1,0,1
2262,02/24/2020,,Cambodia,2020-02-12T07:43:02,1,0,1
2263,02/24/2020,"London, ON",Canada,2020-02-12T18:53:03,1,0,1
2264,02/24/2020,,Egypt,2020-02-21T18:53:02,1,0,0
2265,02/24/2020,,Finland,2020-02-12T00:03:12,1,0,1
2266,02/24/2020,,Iraq,2020-02-24T23:33:02,1,0,0
2267,02/24/2020,From Diamond Princess,Israel,2020-02-22T20:53:02,1,0,0
2268,02/24/2020,,Kuwait,2020-02-24T23:33:02,1,0,0
2269,02/24/2020,,Lebanon,2020-02-22T20:53:02,1,0,0
2270,02/24/2020,Tibet,Mainland China,2020-02-12T06:43:02,1,0,1
2271,02/24/2020,,Nepal,2020-02-12T14:43:03,1,0,1
2272,02/24/2020,,Sri Lanka,2020-02-08T03:43:03,1,0,1
2273,02/24/2020,,Sweden,2020-02-01T02:13:26,1,0,0
2274,02/24/2020,"Boston, MA",United States of America,2020-02-01T19:43:03,1,0,0
2275,02/24/2020,"Humboldt County, CA",United States of America,2020-02-21T05:13:09,1,0,0
2276,02/24/2020,"Los Angeles, CA",United States of America,2020-02-01T19:53:03,1,0,0
2277,02/24/2020,"Madison, WI",United States of America,2020-02-05T21:53:02,1,0,0
2278,02/24/2020,"Orange, CA",United States of America,2020-02-01T19:53:03,1,0,0
2279,02/24/2020,"Sacramento County, CA",United States of America,2020-02-21T23:13:16,1,0,0
2280,02/24/2020,"San Antonio, TX",United States of America,2020-02-13T18:53:02,1,0,0
2281,02/24/2020,"Seattle, WA",United States of America,2020-02-09T07:03:04,1,0,1
2282,02/24/2020,"Tempe, AZ",United States of America,2020-02-01T19:43:03,1,0,0
2283,02/24/2020,"Lackland, TX (From Diamond Princess)",United States of America,2020-02-24T23:33:02,0,0,0
2284,02/24/2020,"Omaha, NE (From Diamond Princess)",United States of America,2020-02-24T23:33:02,0,0,0
2285,02/24/2020,"Travis, CA (From Diamond Princess)",United States of America,2020-02-24T23:33:02,0,0,0
2286,02/25/2020,Hubei,Mainland China,2020-02-25T15:23:04,64786,2563,18971
2287,02/25/2020,Guangdong,Mainland China,2020-02-25T08:53:02,1347,7,822
2288,02/25/2020,Henan,Mainland China,2020-02-25T12:43:02,1271,19,1002
2289,02/25/2020,Zhejiang,Mainland China,2020-02-25T09:13:05,1205,1,808
2290,02/25/2020,Hunan,Mainland China,2020-02-25T15:03:05,1016,4,768
2291,02/25/2020,Anhui,Mainland China,2020-02-25T06:33:02,989,6,712
2292,02/25/2020,,South Korea,2020-02-25T08:13:19,977,10,22
2293,02/25/2020,Jiangxi,Mainland China,2020-02-25T15:03:05,934,1,683
2294,02/25/2020,Shandong,Mainland China,2020-02-25T12:53:02,756,6,355
2295,02/25/2020,Diamond Princess cruise ship,Others,2020-02-23T22:33:03,691,3,0
2296,02/25/2020,Jiangsu,Mainland China,2020-02-25T00:53:02,631,0,458
2297,02/25/2020,Chongqing,Mainland China,2020-02-25T23:23:03,576,6,372
2298,02/25/2020,Sichuan,Mainland China,2020-02-25T15:03:05,529,3,289
2299,02/25/2020,Heilongjiang,Mainland China,2020-02-25T15:23:04,480,12,243
2300,02/25/2020,Beijing,Mainland China,2020-02-25T01:33:02,400,4,215
2301,02/25/2020,Shanghai,Mainland China,2020-02-25T06:33:02,336,3,268
2302,02/25/2020,,Italy,2020-02-25T18:55:32,322,10,1
2303,02/25/2020,Hebei,Mainland China,2020-02-25T12:43:02,311,6,248
2304,02/25/2020,Fujian,Mainland China,2020-02-25T10:03:07,294,1,199
2305,02/25/2020,Guangxi,Mainland China,2020-02-25T10:03:07,252,2,134
2306,02/25/2020,Shaanxi,Mainland China,2020-02-25T15:23:04,245,1,186
2307,02/25/2020,Yunnan,Mainland China,2020-02-25T04:53:02,174,2,129
2308,02/25/2020,,Japan,2020-02-25T14:53:03,170,1,22
2309,02/25/2020,Hainan,Mainland China,2020-02-25T12:53:02,168,5,124
2310,02/25/2020,Guizhou,Mainland China,2020-02-25T08:03:07,146,2,104
2311,02/25/2020,Tianjin,Mainland China,2020-02-25T15:23:04,135,3,91
2312,02/25/2020,Shanxi,Mainland China,2020-02-25T23:13:03,133,0,98
2313,02/25/2020,Liaoning,Mainland China,2020-02-25T00:23:03,121,1,83
2314,02/25/2020,,Iran,2020-02-25T14:53:03,95,16,0
2315,02/25/2020,Jilin,Mainland China,2020-02-25T15:23:04,93,1,63
2316,02/25/2020,Gansu,Mainland China,2020-02-24T15:13:07,91,2,80
2317,02/25/2020,,Singapore,2020-02-25T18:55:32,91,0,53
2318,02/25/2020,Hong Kong,Hong Kong,2020-02-25T09:43:02,84,2,19
2319,02/25/2020,Xinjiang,Mainland China,2020-02-24T15:03:05,76,2,30
2320,02/25/2020,Inner Mongolia,Mainland China,2020-02-25T23:53:02,75,0,35
2321,02/25/2020,Ningxia,Mainland China,2020-02-25T03:53:02,71,0,61
2322,02/25/2020,,Thailand,2020-02-25T08:53:02,37,0,22
2323,02/25/2020,Unassigned Location (From Diamond Princess),United States of America,2020-02-25T21:23:03,36,0,0
2324,02/25/2020,Taiwan,Taiwan,2020-02-25T06:53:02,31,1,5
2325,02/25/2020,,Bahrain,2020-02-25T18:55:32,23,0,0
2326,02/25/2020,,Malaysia,2020-02-24T11:53:02,22,0,18
2327,02/25/2020,Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18
2328,02/25/2020,,Germany,2020-02-25T21:33:02,17,0,14
2329,02/25/2020,,Vietnam,2020-02-25T08:53:02,16,0,16
2330,02/25/2020,,France,2020-02-25T21:23:03,14,1,11
2331,02/25/2020,,UK,2020-02-24T08:33:02,13,0,8
2332,02/25/2020,,United Arab Emirates,2020-02-22T14:53:02,13,0,4
2333,02/25/2020,,Kuwait,2020-02-25T23:43:03,11,0,0
2334,02/25/2020,Macau,Macau,2020-02-25T15:23:04,10,0,7
2335,02/25/2020,From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0
2336,02/25/2020,British Columbia,Canada,2020-02-25T02:23:05,7,0,0
2337,02/25/2020,,Spain,2020-02-25T21:33:02,6,0,2
2338,02/25/2020,Queensland,Australia,2020-02-21T05:43:02,5,0,1
2339,02/25/2020,New South Wales,Australia,2020-02-13T17:53:03,4,0,4
2340,02/25/2020,Victoria,Australia,2020-02-13T17:53:03,4,0,4
2341,02/25/2020,"Toronto, ON",Canada,2020-02-24T14:43:03,3,0,2
2342,02/25/2020,,India,2020-02-16T07:43:02,3,0,3
